                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5725,                 1.7359,                 1.7472,                0.13488,                0.16142,                0.07602,                0.01633,                 3.0506,                 4.7155,                 3.0026,             0.00047518,             0.00047518,             0.00047518
