                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2186,                  1.963,                 1.5257,                0.27334,                0.35385,                0.27561,                0.10268,                 2.2447,                 6.8415,                 2.9504,             0.00054897,             0.00054897,             0.00054897
